tournament,year,team,stage,pre_tournament_elo,n_matches_form,win_rate,avg_goal_diff,goals_for_per_match,goals_against_per_match,avg_opponent_elo,stage_order,group,avg_group_elo,max_group_elo,elo_minus_avg_group,group_elo_rank
gold cup,2011,Guadeloupe,Round of 16,1635.54,12,0.75,0.917,1.75,0.833,1527.675,4,C,1615.3,1660.95,20.24,2.0
african cup of nations,2012,Zambia,Champion,1580.82,12,0.5,0.417,1.417,1.0,1485.582,0,A,1554.055,1667.84,26.765,2.0
african cup of nations,2012,Ivory Coast,Runner-up,1803.37,12,0.875,1.5,2.417,0.917,1521.879,1,B,1614.122,1803.37,189.247,1.0
african cup of nations,2012,Ghana,Semi-Finalist,1702.48,12,0.667,0.917,1.5,0.583,1597.295,2,D,1603.662,1702.48,98.818,1.0
african cup of nations,2012,Mali,Semi-Finalist,1564.75,12,0.417,-0.083,1.333,1.417,1529.34,2,D,1603.662,1702.48,-38.912,3.0
african cup of nations,2012,Equatorial Guinea,Quarter-Finalist,1410.52,12,0.417,-0.25,0.917,1.167,1515.398,3,A,1554.055,1667.84,-143.535,4.0
african cup of nations,2012,Gabon,Quarter-Finalist,1558.86,12,0.375,-0.167,0.667,0.833,1588.65,3,C,1563.778,1628.47,-4.918,3.0
african cup of nations,2012,Sudan,Quarter-Finalist,1530.82,12,0.417,-0.417,0.583,1.0,1547.308,3,B,1614.122,1803.37,-83.303,4.0
african cup of nations,2012,Tunisia,Quarter-Finalist,1624.19,12,0.625,1.083,1.917,0.833,1535.079,3,C,1563.778,1628.47,60.413,2.0
african cup of nations,2012,Angola,Round of 16,1543.91,12,0.625,0.5,1.0,0.5,1529.379,4,B,1614.122,1803.37,-70.212,3.0
african cup of nations,2012,Botswana,Round of 16,1547.41,12,0.542,0.167,0.667,0.5,1471.506,4,D,1603.662,1702.48,-56.252,4.0
african cup of nations,2012,Burkina Faso,Round of 16,1578.39,12,0.625,0.583,1.5,0.917,1528.534,4,B,1614.122,1803.37,-35.732,2.0
african cup of nations,2012,Guinea,Round of 16,1600.01,12,0.583,0.417,1.583,1.167,1561.062,4,D,1603.662,1702.48,-3.652,2.0
african cup of nations,2012,Libya,Round of 16,1557.04,12,0.625,0.417,1.083,0.667,1516.548,4,A,1554.055,1667.84,2.985,3.0
african cup of nations,2012,Morocco,Round of 16,1628.47,12,0.667,0.917,1.417,0.5,1504.555,4,C,1563.778,1628.47,64.693,1.0
african cup of nations,2012,Niger,Round of 16,1443.59,12,0.417,-0.5,0.917,1.417,1562.134,4,C,1563.778,1628.47,-120.188,4.0
african cup of nations,2012,Senegal,Round of 16,1667.84,12,0.708,1.167,1.833,0.667,1537.829,4,A,1554.055,1667.84,113.785,1.0
uefa euro,2012,Spain,Champion,1947.09,12,0.792,1.917,2.667,0.75,1643.764,0,C,1770.36,1947.09,176.73,1.0
uefa euro,2012,Italy,Runner-up,1706.88,12,0.625,0.5,1.25,0.75,1619.112,1,C,1770.36,1947.09,-63.48,3.0
uefa euro,2012,Germany,Semi-Finalist,1807.98,12,0.75,1.167,2.833,1.667,1622.923,2,B,1763.192,1849.62,44.788,2.0
uefa euro,2012,Portugal,Semi-Finalist,1714.82,12,0.667,1.25,2.167,0.917,1550.839,2,B,1763.192,1849.62,-48.372,3.0
uefa euro,2012,Czech Republic,Quarter-Finalist,1664.6,12,0.583,0.417,1.417,1.0,1626.289,3,A,1679.62,1710.59,-15.02,3.0
uefa euro,2012,England,Quarter-Finalist,1814.13,12,0.792,0.833,1.583,0.75,1650.916,3,D,1754.798,1814.13,59.332,1.0
uefa euro,2012,France,Quarter-Finalist,1776.12,12,0.833,1.167,1.667,0.5,1589.918,3,D,1754.798,1814.13,21.322,2.0
uefa euro,2012,Greece,Quarter-Finalist,1662.66,12,0.667,0.417,1.25,0.833,1535.599,3,A,1679.62,1710.59,-16.96,4.0
uefa euro,2012,Croatia,Round of 16,1758.74,12,0.667,0.667,1.5,0.833,1579.785,4,C,1770.36,1947.09,-11.62,2.0
uefa euro,2012,Denmark,Round of 16,1680.35,12,0.708,0.75,1.75,1.0,1640.059,4,B,1763.192,1849.62,-82.842,4.0
uefa euro,2012,Netherlands,Round of 16,1849.62,12,0.625,1.5,2.417,0.917,1594.952,4,B,1763.192,1849.62,86.428,1.0
uefa euro,2012,Poland,Round of 16,1680.63,12,0.667,0.583,1.333,0.75,1605.399,4,A,1679.62,1710.59,1.01,2.0
uefa euro,2012,Republic of Ireland,Round of 16,1668.73,12,0.75,1.0,1.25,0.25,1541.096,4,C,1770.36,1947.09,-101.63,4.0
uefa euro,2012,Russia,Round of 16,1710.59,12,0.792,1.333,1.583,0.25,1573.092,4,A,1679.62,1710.59,30.97,1.0
uefa euro,2012,Sweden,Round of 16,1775.17,12,0.75,1.25,2.25,1.0,1594.009,4,D,1754.798,1814.13,20.372,3.0
uefa euro,2012,Ukraine,Round of 16,1653.77,12,0.458,-0.083,1.833,1.917,1611.382,4,D,1754.798,1814.13,-101.028,4.0
african cup of nations,2013,Nigeria,Champion,1676.97,12,0.583,0.667,1.5,0.833,1523.327,0,C,1577.35,1676.97,99.62,1.0
african cup of nations,2013,Burkina Faso,Runner-up,1538.8,12,0.417,-0.083,1.083,1.167,1517.787,1,C,1577.35,1676.97,-38.55,3.0
african cup of nations,2013,Ghana,Semi-Finalist,1708.18,12,0.583,0.833,1.667,0.833,1579.682,2,B,1571.34,1708.18,136.84,1.0
african cup of nations,2013,Mali,Semi-Finalist,1620.42,12,0.625,0.583,1.5,0.917,1578.038,2,B,1571.34,1708.18,49.08,2.0
african cup of nations,2013,Cape Verde,Quarter-Finalist,1524.36,12,0.458,0.25,1.5,1.25,1532.202,3,A,1560.852,1578.99,-36.493,4.0
african cup of nations,2013,Ivory Coast,Quarter-Finalist,1839.62,12,0.833,1.417,2.0,0.583,1584.037,3,D,1648.94,1839.62,190.68,1.0
african cup of nations,2013,South Africa,Quarter-Finalist,1577.2,12,0.5,0.333,1.0,0.667,1577.538,3,A,1560.852,1578.99,16.348,2.0
african cup of nations,2013,Togo,Quarter-Finalist,1514.23,12,0.5,-0.5,0.917,1.417,1526.879,3,D,1648.94,1839.62,-134.71,4.0
african cup of nations,2013,Algeria,Round of 16,1595.24,12,0.75,1.25,1.75,0.5,1526.716,4,D,1648.94,1839.62,-53.7,3.0
african cup of nations,2013,Angola,Round of 16,1578.99,12,0.667,0.583,1.083,0.5,1511.413,4,A,1560.852,1578.99,18.138,1.0
african cup of nations,2013,DR Congo,Round of 16,1519.41,12,0.625,1.333,2.0,0.667,1451.62,4,B,1571.34,1708.18,-51.93,3.0
african cup of nations,2013,Ethiopia,Round of 16,1479.02,12,0.542,0.0,1.25,1.25,1526.49,4,C,1577.35,1676.97,-98.33,4.0
african cup of nations,2013,Morocco,Round of 16,1562.86,12,0.458,-0.083,1.083,1.167,1543.606,4,A,1560.852,1578.99,2.007,3.0
african cup of nations,2013,Niger,Round of 16,1437.35,12,0.333,-0.167,0.833,1.0,1582.749,4,B,1571.34,1708.18,-133.99,4.0
african cup of nations,2013,Tunisia,Round of 16,1646.67,12,0.625,0.5,1.833,1.333,1570.448,4,D,1648.94,1839.62,-2.27,2.0
african cup of nations,2013,Zambia,Round of 16,1614.61,12,0.5,0.083,0.75,0.667,1588.072,4,C,1577.35,1676.97,37.26,2.0
gold cup,2013,United States,Champion,1735.51,12,0.708,0.5,1.667,1.167,1643.274,0,C,1587.998,1735.51,147.513,1.0
gold cup,2013,Panama,Runner-up,1635.0,12,0.542,0.333,1.25,0.917,1624.377,1,A,1627.93,1740.33,7.07,2.0
gold cup,2013,Honduras,Semi-Finalist,1586.12,12,0.417,-0.25,0.75,1.0,1623.707,2,B,1543.605,1586.12,42.515,1.0
gold cup,2013,Mexico,Semi-Finalist,1740.33,12,0.542,0.083,0.833,0.75,1674.005,2,A,1627.93,1740.33,112.4,1.0
gold cup,2013,Costa Rica,Quarter-Finalist,1683.2,12,0.792,0.833,1.167,0.333,1582.928,3,C,1587.998,1735.51,95.203,2.0
gold cup,2013,Cuba,Quarter-Finalist,1525.97,12,0.458,-0.083,0.917,1.0,1583.329,3,C,1587.998,1735.51,-62.027,3.0
gold cup,2013,El Salvador,Quarter-Finalist,1523.91,12,0.375,-0.75,0.75,1.5,1605.383,3,B,1543.605,1586.12,-19.695,3.0
gold cup,2013,Trinidad and Tobago,Quarter-Finalist,1521.23,12,0.375,0.083,1.333,1.25,1510.519,3,B,1543.605,1586.12,-22.375,4.0
gold cup,2013,Belize,Round of 16,1407.31,12,0.333,-0.5,0.667,1.167,1507.355,4,C,1587.998,1735.51,-180.688,4.0
gold cup,2013,Canada,Round of 16,1561.56,12,0.458,-0.5,0.75,1.25,1611.893,4,A,1627.93,1740.33,-66.37,4.0
gold cup,2013,Haiti,Round of 16,1543.16,12,0.417,-0.583,0.75,1.333,1588.816,4,B,1543.605,1586.12,-0.445,2.0
gold cup,2013,Martinique,Round of 16,1574.83,12,0.625,0.583,1.667,1.083,1530.685,4,A,1627.93,1740.33,-53.1,3.0
fifa world cup,2014,Germany,Champion,1864.25,12,0.75,1.417,2.583,1.167,1631.372,0,G,1787.942,1864.25,76.307,1.0
fifa world cup,2014,Argentina,Runner-up,1881.55,12,0.75,1.333,2.0,0.667,1673.956,1,E,1745.827,1881.55,135.723,1.0
fifa world cup,2014,Brazil,Semi-Finalist,1952.09,12,0.917,2.583,2.917,0.333,1715.232,2,A,1769.148,1952.09,182.942,1.0
fifa world cup,2014,Netherlands,Semi-Finalist,1803.51,12,0.708,1.167,1.917,0.75,1612.469,2,B,1812.398,1955.66,-8.888,2.0
fifa world cup,2014,Belgium,Quarter-Finalist,1711.56,12,0.708,0.833,1.917,1.083,1650.452,3,H,1691.218,1725.23,20.342,2.0
fifa world cup,2014,Colombia,Quarter-Finalist,1793.34,12,0.708,0.667,1.417,0.75,1722.419,3,C,1764.022,1793.34,29.317,1.0
fifa world cup,2014,Costa Rica,Quarter-Finalist,1634.73,12,0.333,-0.333,1.0,1.333,1669.667,3,D,1744.508,1811.88,-109.778,4.0
fifa world cup,2014,France,Quarter-Finalist,1775.8,12,0.708,1.917,2.583,0.667,1660.504,3,F,1710.64,1775.8,65.16,1.0
fifa world cup,2014,Algeria,Round of 16,1662.25,12,0.875,1.167,1.917,0.75,1531.787,4,H,1691.218,1725.23,-28.967,4.0
fifa world cup,2014,Chile,Round of 16,1803.25,12,0.708,1.417,2.5,1.083,1757.772,4,B,1812.398,1955.66,-9.148,3.0
fifa world cup,2014,Greece,Round of 16,1726.23,12,0.792,0.75,1.167,0.417,1525.623,4,C,1764.022,1793.34,-37.793,4.0
fifa world cup,2014,Mexico,Round of 16,1712.29,12,0.5,0.75,2.083,1.333,1700.788,4,A,1769.148,1952.09,-56.858,3.0
fifa world cup,2014,Nigeria,Round of 16,1724.07,12,0.625,0.5,1.583,1.083,1637.713,4,E,1745.827,1881.55,-21.757,2.0
fifa world cup,2014,Switzerland,Round of 16,1717.45,12,0.75,0.667,1.417,0.75,1580.733,4,F,1710.64,1775.8,6.81,3.0
fifa world cup,2014,United States,Round of 16,1779.83,12,0.708,0.5,1.583,1.083,1655.444,4,G,1787.942,1864.25,-8.113,3.0
fifa world cup,2014,Uruguay,Round of 16,1811.88,12,0.708,1.5,2.417,0.917,1683.707,4,D,1744.508,1811.88,67.372,1.0
fifa world cup,2014,Australia,Group Stage,1687.17,12,0.417,-0.583,1.5,2.083,1676.148,5,B,1812.398,1955.66,-125.227,4.0
fifa world cup,2014,Bosnia and Herzegovina,Group Stage,1674.92,12,0.667,0.917,2.0,1.083,1601.413,5,E,1745.827,1881.55,-70.907,4.0
fifa world cup,2014,Cameroon,Group Stage,1682.01,12,0.667,0.5,1.417,0.917,1615.191,5,A,1769.148,1952.09,-87.138,4.0
fifa world cup,2014,Croatia,Group Stage,1730.2,12,0.542,0.083,1.167,1.083,1580.32,5,A,1769.148,1952.09,-38.947,2.0
fifa world cup,2014,Ecuador,Group Stage,1740.84,12,0.417,-0.333,1.167,1.5,1774.654,5,F,1710.64,1775.8,30.2,2.0
fifa world cup,2014,England,Group Stage,1806.24,12,0.667,0.917,1.75,0.833,1666.681,5,D,1744.508,1811.88,61.732,2.0
fifa world cup,2014,Ghana,Group Stage,1702.21,12,0.5,0.583,1.667,1.083,1622.702,5,G,1787.942,1864.25,-85.733,4.0
fifa world cup,2014,Honduras,Group Stage,1608.47,12,0.5,-0.583,1.167,1.75,1676.491,5,F,1710.64,1775.8,-102.17,4.0
fifa world cup,2014,Iran,Group Stage,1702.77,12,0.792,1.25,1.833,0.583,1552.083,5,E,1745.827,1881.55,-43.057,3.0
fifa world cup,2014,Italy,Group Stage,1725.18,12,0.5,0.0,1.167,1.167,1691.609,5,D,1744.508,1811.88,-19.328,3.0
fifa world cup,2014,Ivory Coast,Group Stage,1781.16,12,0.583,0.5,1.917,1.417,1594.017,5,C,1764.022,1793.34,17.138,2.0
fifa world cup,2014,Japan,Group Stage,1755.36,12,0.708,0.667,2.25,1.583,1636.782,5,C,1764.022,1793.34,-8.663,3.0
fifa world cup,2014,Portugal,Group Stage,1805.48,12,0.792,1.25,2.167,0.917,1659.192,5,G,1787.942,1864.25,17.537,2.0
fifa world cup,2014,Russia,Group Stage,1725.23,12,0.708,1.083,1.75,0.667,1505.128,5,H,1691.218,1725.23,34.013,1.0
fifa world cup,2014,South Korea,Group Stage,1665.83,12,0.417,-0.5,1.167,1.667,1703.37,5,H,1691.218,1725.23,-25.388,3.0
fifa world cup,2014,Spain,Group Stage,1955.66,12,0.75,0.75,1.417,0.667,1631.285,5,B,1812.398,1955.66,143.263,1.0
afc asian cup,2015,Australia,Champion,1638.47,12,0.25,-0.833,1.0,1.833,1709.963,0,A,1617.95,1647.67,20.52,2.0
afc asian cup,2015,South Korea,Runner-up,1647.67,12,0.375,-0.417,1.0,1.417,1678.916,1,A,1617.95,1647.67,29.72,1.0
afc asian cup,2015,Iraq,Semi-Finalist,1532.55,12,0.375,-0.25,0.667,0.917,1600.876,2,D,1585.162,1711.5,-52.612,4.0
afc asian cup,2015,United Arab Emirates,Semi-Finalist,1640.14,12,0.583,0.0,1.0,1.0,1575.633,2,C,1629.995,1697.64,10.145,2.0
afc asian cup,2015,China PR,Quarter-Finalist,1611.89,12,0.625,0.583,1.5,0.917,1563.344,3,B,1607.878,1649.68,4.013,3.0
afc asian cup,2015,Iran,Quarter-Finalist,1697.64,12,0.583,0.333,1.167,0.833,1613.338,3,C,1629.995,1697.64,67.645,1.0
afc asian cup,2015,Japan,Quarter-Finalist,1711.5,12,0.583,0.167,1.75,1.583,1666.398,3,D,1585.162,1711.5,126.338,1.0
afc asian cup,2015,Uzbekistan,Quarter-Finalist,1649.68,12,0.625,0.5,1.083,0.583,1575.467,3,B,1607.878,1649.68,41.803,1.0
afc asian cup,2015,Bahrain,Round of 16,1558.2,12,0.625,0.333,0.833,0.5,1546.778,4,C,1629.995,1697.64,-71.795,4.0
afc asian cup,2015,Jordan,Round of 16,1554.09,12,0.25,-0.667,0.667,1.333,1585.935,4,D,1585.162,1711.5,-31.072,2.0
afc asian cup,2015,Kuwait,Round of 16,1598.55,12,0.5,-0.417,1.0,1.417,1542.046,4,A,1617.95,1647.67,-19.4,3.0
afc asian cup,2015,North Korea,Round of 16,1625.01,12,0.5,0.333,1.583,1.25,1507.723,4,B,1607.878,1649.68,17.132,2.0
afc asian cup,2015,Oman,Round of 16,1587.11,12,0.292,-0.5,1.25,1.75,1596.108,4,A,1617.95,1647.67,-30.84,4.0
afc asian cup,2015,Palestine,Round of 16,1542.51,12,0.667,0.667,1.75,1.083,1442.982,4,D,1585.162,1711.5,-42.652,3.0
afc asian cup,2015,Qatar,Round of 16,1624.0,12,0.75,1.25,1.917,0.667,1564.134,4,C,1629.995,1697.64,-5.995,3.0
afc asian cup,2015,Saudi Arabia,Round of 16,1544.93,12,0.458,-0.167,1.333,1.5,1568.573,4,B,1607.878,1649.68,-62.947,4.0
african cup of nations,2015,Ivory Coast,Champion,1722.8,12,0.417,-0.25,1.417,1.667,1621.627,0,D,1644.418,1722.8,78.382,1.0
african cup of nations,2015,Ghana,Runner-up,1692.32,12,0.458,0.333,1.583,1.25,1660.744,1,C,1695.398,1705.0,-3.078,3.0
african cup of nations,2015,DR Congo,Semi-Finalist,1549.8,12,0.458,0.0,1.083,1.083,1626.103,2,B,1605.912,1708.01,-56.112,4.0
african cup of nations,2015,Equatorial Guinea,Semi-Finalist,1422.98,12,0.375,-0.667,1.083,1.75,1559.428,2,A,1514.665,1588.61,-91.685,4.0
african cup of nations,2015,Algeria,Quarter-Finalist,1689.48,12,0.667,0.667,1.75,1.083,1608.88,3,C,1695.398,1705.0,-5.918,4.0
african cup of nations,2015,Congo,Quarter-Finalist,1520.71,12,0.5,0.083,1.25,1.167,1526.914,3,A,1514.665,1588.61,6.045,3.0
african cup of nations,2015,Guinea,Quarter-Finalist,1641.01,12,0.583,0.0,1.75,1.75,1614.983,3,D,1644.418,1722.8,-3.408,3.0
african cup of nations,2015,Tunisia,Quarter-Finalist,1708.01,12,0.625,0.083,0.833,0.75,1668.417,3,B,1605.912,1708.01,102.098,1.0
african cup of nations,2015,Burkina Faso,Round of 16,1588.61,12,0.667,0.833,1.667,0.833,1479.742,4,A,1514.665,1588.61,73.945,1.0
african cup of nations,2015,Cameroon,Round of 16,1674.79,12,0.583,0.083,1.083,1.0,1626.897,4,D,1644.418,1722.8,30.372,2.0
african cup of nations,2015,Cape Verde,Round of 16,1574.19,12,0.583,-0.083,1.25,1.333,1504.983,4,B,1605.912,1708.01,-31.722,3.0
african cup of nations,2015,Gabon,Round of 16,1526.36,12,0.417,-0.083,0.833,0.917,1513.148,4,A,1514.665,1588.61,11.695,2.0
african cup of nations,2015,Mali,Round of 16,1539.07,12,0.375,-0.167,1.167,1.333,1588.255,4,D,1644.418,1722.8,-105.348,4.0
african cup of nations,2015,Senegal,Round of 16,1705.0,12,0.75,1.083,1.75,0.667,1621.114,4,C,1695.398,1705.0,9.602,1.0
african cup of nations,2015,South Africa,Round of 16,1694.79,12,0.75,1.0,1.417,0.417,1607.967,4,C,1695.398,1705.0,-0.608,2.0
african cup of nations,2015,Zambia,Round of 16,1591.65,12,0.583,0.417,1.333,0.917,1561.912,4,B,1605.912,1708.01,-14.262,2.0
copa américa,2015,Chile,Champion,1803.37,12,0.5,0.167,1.167,1.0,1789.918,0,A,1702.038,1803.37,101.332,1.0
copa américa,2015,Argentina,Runner-up,1906.37,12,0.708,1.333,2.0,0.667,1733.509,1,B,1734.838,1906.37,171.532,1.0
copa américa,2015,Paraguay,Semi-Finalist,1651.64,12,0.417,-0.167,1.417,1.583,1672.988,2,B,1734.838,1906.37,-83.197,3.0
copa américa,2015,Peru,Semi-Finalist,1652.96,12,0.458,-0.583,1.0,1.583,1660.142,2,C,1787.338,1978.4,-134.378,3.0
copa américa,2015,Bolivia,Quarter-Finalist,1517.64,12,0.25,-1.5,0.833,2.333,1744.744,3,A,1702.038,1803.37,-184.397,4.0
copa américa,2015,Brazil,Quarter-Finalist,1978.4,12,0.833,0.833,1.917,1.083,1769.919,3,C,1787.338,1978.4,191.062,1.0
copa américa,2015,Colombia,Quarter-Finalist,1868.37,12,0.833,1.75,2.333,0.583,1727.434,3,C,1787.338,1978.4,81.032,2.0
copa américa,2015,Uruguay,Quarter-Finalist,1856.01,12,0.75,0.833,1.833,1.0,1678.233,3,B,1734.838,1906.37,121.172,2.0
copa américa,2015,Ecuador,Round of 16,1743.88,12,0.5,0.167,1.583,1.417,1742.297,4,A,1702.038,1803.37,41.843,2.0
copa américa,2015,Jamaica,Round of 16,1525.33,12,0.292,-0.667,1.083,1.75,1631.704,4,B,1734.838,1906.37,-209.508,4.0
copa américa,2015,Mexico,Round of 16,1743.26,12,0.542,0.167,1.25,1.083,1726.148,4,A,1702.038,1803.37,41.223,3.0
copa américa,2015,Venezuela,Round of 16,1649.62,12,0.5,-0.25,1.5,1.75,1626.605,4,C,1787.338,1978.4,-137.718,4.0
gold cup,2015,Mexico,Champion,1712.85,12,0.458,-0.083,1.333,1.417,1679.131,0,C,1572.05,1712.85,140.8,1.0
gold cup,2015,Jamaica,Runner-up,1515.28,12,0.25,-0.667,0.917,1.583,1669.888,1,B,1565.192,1706.1,-49.912,4.0
gold cup,2015,Panama,Semi-Finalist,1643.05,12,0.375,-0.75,1.0,1.75,1696.472,2,A,1640.097,1779.37,2.953,2.0
gold cup,2015,United States,Semi-Finalist,1779.37,12,0.5,0.0,1.667,1.667,1719.199,2,A,1640.097,1779.37,139.273,1.0
gold cup,2015,Costa Rica,Quarter-Finalist,1706.1,12,0.5,0.25,1.667,1.417,1711.559,3,B,1565.192,1706.1,140.908,1.0
gold cup,2015,Cuba,Quarter-Finalist,1495.87,12,0.458,-0.417,1.25,1.667,1483.59,3,C,1572.05,1712.85,-76.18,4.0
gold cup,2015,Haiti,Quarter-Finalist,1552.21,12,0.458,-0.083,1.167,1.25,1562.317,3,A,1640.097,1779.37,-87.887,4.0
gold cup,2015,Trinidad and Tobago,Quarter-Finalist,1557.86,12,0.542,0.25,1.5,1.25,1524.573,3,C,1572.05,1712.85,-14.19,2.0
gold cup,2015,Canada,Round of 16,1515.3,12,0.417,-0.083,0.917,1.0,1506.813,4,B,1565.192,1706.1,-49.892,3.0
gold cup,2015,El Salvador,Round of 16,1524.09,12,0.417,-0.333,1.25,1.583,1620.318,4,B,1565.192,1706.1,-41.102,2.0
gold cup,2015,Guatemala,Round of 16,1521.62,12,0.333,-1.083,0.583,1.667,1607.687,4,C,1572.05,1712.85,-50.43,3.0
gold cup,2015,Honduras,Round of 16,1585.76,12,0.333,-0.75,1.0,1.75,1667.305,4,A,1640.097,1779.37,-54.337,3.0
copa américa,2016,Chile,Champion,1836.19,12,0.708,0.833,2.167,1.333,1767.723,0,D,1735.855,1912.05,100.335,2.0
copa américa,2016,Argentina,Runner-up,1912.05,12,0.708,1.25,1.833,0.583,1731.043,1,D,1735.855,1912.05,176.195,1.0
copa américa,2016,Colombia,Semi-Finalist,1848.17,12,0.583,0.167,1.0,0.833,1764.312,2,A,1742.5,1848.17,105.67,1.0
copa américa,2016,United States,Semi-Finalist,1725.27,12,0.583,1.0,2.5,1.5,1596.329,2,A,1742.5,1848.17,-17.23,2.0
copa américa,2016,Ecuador,Quarter-Finalist,1773.71,12,0.667,0.75,1.917,1.167,1696.536,3,B,1740.592,1942.14,33.118,2.0
copa américa,2016,Mexico,Quarter-Finalist,1804.75,12,0.875,1.333,2.167,0.833,1626.503,3,C,1701.1,1856.91,103.65,2.0
copa américa,2016,Peru,Quarter-Finalist,1690.81,12,0.417,0.0,1.5,1.5,1750.561,3,B,1740.592,1942.14,-49.783,3.0
copa américa,2016,Venezuela,Quarter-Finalist,1580.27,12,0.125,-1.333,0.917,2.25,1704.57,3,C,1701.1,1856.91,-120.83,3.0
copa américa,2016,Bolivia,Round of 16,1523.2,12,0.208,-2.0,0.917,2.917,1782.523,4,D,1735.855,1912.05,-212.655,4.0
copa américa,2016,Brazil,Round of 16,1942.14,12,0.667,0.667,1.75,1.083,1734.619,4,B,1740.592,1942.14,201.548,1.0
copa américa,2016,Costa Rica,Round of 16,1703.52,12,0.542,0.25,1.25,1.0,1644.333,4,A,1742.5,1848.17,-38.98,3.0
copa américa,2016,Haiti,Round of 16,1555.71,12,0.458,0.167,0.917,0.75,1582.382,4,B,1740.592,1942.14,-184.882,4.0
copa américa,2016,Jamaica,Round of 16,1562.47,12,0.542,-0.333,1.0,1.333,1610.596,4,C,1701.1,1856.91,-138.63,4.0
copa américa,2016,Panama,Round of 16,1671.98,12,0.583,0.583,1.333,0.75,1623.929,4,D,1735.855,1912.05,-63.875,3.0
copa américa,2016,Paraguay,Round of 16,1693.04,12,0.375,-0.667,1.0,1.667,1789.827,4,A,1742.5,1848.17,-49.46,4.0
copa américa,2016,Uruguay,Round of 16,1856.91,12,0.667,1.0,1.667,0.667,1718.731,4,C,1701.1,1856.91,155.81,1.0
uefa euro,2016,Portugal,Champion,1781.86,12,0.667,1.083,1.583,0.5,1628.383,0,F,1643.978,1781.86,137.882,1.0
uefa euro,2016,France,Runner-up,1842.57,12,0.75,1.0,2.25,1.25,1688.72,1,A,1679.565,1842.57,163.005,1.0
uefa euro,2016,Germany,Semi-Finalist,1823.18,12,0.583,0.917,2.25,1.333,1649.134,2,C,1696.035,1823.18,127.145,1.0
uefa euro,2016,Wales,Semi-Finalist,1539.7,12,0.542,0.083,1.0,0.917,1557.129,2,B,1690.195,1856.99,-150.495,4.0
uefa euro,2016,Belgium,Quarter-Finalist,1786.36,12,0.792,1.0,2.167,1.167,1566.103,3,E,1711.365,1786.36,74.995,1.0
uefa euro,2016,Iceland,Quarter-Finalist,1561.16,12,0.333,-0.25,1.583,1.833,1558.823,3,F,1643.978,1781.86,-82.817,4.0
uefa euro,2016,Italy,Quarter-Finalist,1736.99,12,0.625,0.167,1.333,1.167,1642.647,3,E,1711.365,1786.36,25.625,2.0
uefa euro,2016,Poland,Quarter-Finalist,1673.67,12,0.708,1.583,2.583,1.0,1603.09,3,C,1696.035,1823.18,-22.365,3.0
uefa euro,2016,Croatia,Round of 16,1748.64,12,0.792,2.083,2.583,0.5,1482.011,4,D,1748.758,1877.71,-0.117,2.0
uefa euro,2016,England,Round of 16,1856.99,12,0.833,1.417,2.25,0.833,1641.335,4,B,1690.195,1856.99,166.795,1.0
uefa euro,2016,Hungary,Round of 16,1607.11,12,0.625,0.417,1.25,0.833,1587.258,4,F,1643.978,1781.86,-36.868,3.0
uefa euro,2016,Northern Ireland,Round of 16,1540.81,12,0.75,0.833,1.417,0.583,1554.583,4,C,1696.035,1823.18,-155.225,4.0
uefa euro,2016,Republic of Ireland,Round of 16,1663.27,12,0.625,0.583,1.333,0.75,1661.406,4,E,1711.365,1786.36,-48.095,3.0
uefa euro,2016,Slovakia,Round of 16,1689.28,12,0.667,0.583,1.667,1.083,1586.258,4,B,1690.195,1856.99,-0.915,2.0
uefa euro,2016,Spain,Round of 16,1877.71,12,0.833,1.5,1.917,0.417,1623.384,4,D,1748.758,1877.71,128.953,1.0
uefa euro,2016,Switzerland,Round of 16,1670.36,12,0.583,0.667,1.917,1.25,1524.153,4,A,1679.565,1842.57,-9.205,2.0
uefa euro,2016,Albania,Group Stage,1541.51,12,0.542,0.25,1.417,1.167,1578.717,5,A,1679.565,1842.57,-138.055,4.0
uefa euro,2016,Austria,Group Stage,1625.78,12,0.708,1.0,2.0,1.0,1523.38,5,F,1643.978,1781.86,-18.197,2.0
uefa euro,2016,Czech Republic,Group Stage,1639.87,12,0.542,0.5,1.917,1.417,1590.708,5,D,1748.758,1877.71,-108.888,4.0
uefa euro,2016,Romania,Group Stage,1663.82,12,0.625,0.667,1.417,0.75,1540.766,5,A,1679.565,1842.57,-15.745,3.0
uefa euro,2016,Russia,Group Stage,1674.81,12,0.625,0.917,2.083,1.167,1580.973,5,B,1690.195,1856.99,-15.385,3.0
uefa euro,2016,Sweden,Group Stage,1658.84,12,0.583,0.5,1.5,1.0,1544.578,5,E,1711.365,1786.36,-52.525,4.0
uefa euro,2016,Turkey,Group Stage,1728.81,12,0.833,0.917,1.417,0.5,1598.844,5,D,1748.758,1877.71,-19.947,3.0
uefa euro,2016,Ukraine,Group Stage,1746.48,12,0.833,1.167,1.833,0.667,1534.715,5,C,1696.035,1823.18,50.445,2.0
african cup of nations,2017,Cameroon,Champion,1684.04,12,0.625,0.417,1.25,0.833,1582.932,0,A,1549.53,1684.04,134.51,1.0
african cup of nations,2017,Egypt,Runner-up,1703.0,12,0.75,1.083,1.5,0.417,1577.622,1,D,1621.592,1703.0,81.408,1.0
