date,home_team,away_team,home_score,away_score,tournament,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2008-06-14,Turkmenistan,South Korea,1,3,FIFA World Cup qualification,1465.65,1653.34,1454.36,1664.63
2008-06-14,Rwanda,Morocco,3,1,FIFA World Cup qualification,1498.44,1691.66,1517.37,1672.72
2008-06-14,Uruguay,Venezuela,1,1,FIFA World Cup qualification,1684.36,1569.95,1676.12,1578.18
2008-06-14,Uzbekistan,Lebanon,3,0,FIFA World Cup qualification,1632.86,1443.35,1637.63,1438.58
2008-06-14,Vanuatu,New Caledonia,1,1,Oceania Nations Cup,1540.7,1626.65,1540.1,1627.26
2008-06-14,Thailand,Japan,0,3,FIFA World Cup qualification,1535.76,1689.24,1523.05,1701.95
2008-06-14,Qatar,Australia,1,3,FIFA World Cup qualification,1561.82,1669.33,1547.14,1684.0
2008-06-15,Jamaica,Bahamas,7,0,FIFA World Cup qualification,1548.98,1417.94,1555.25,1411.67
2008-06-15,Argentina,Ecuador,1,1,FIFA World Cup qualification,1825.79,1518.03,1813.41,1530.41
2008-06-15,Haiti,Curaçao,0,0,FIFA World Cup qualification,1557.87,1461.35,1550.19,1469.03
2008-06-15,Equatorial Guinea,Nigeria,0,1,FIFA World Cup qualification,1458.03,1689.1,1448.43,1698.69
2008-06-15,Macau,Hong Kong,0,1,Friendly,1250.36,1427.96,1238.65,1439.66
2008-06-15,Bolivia,Chile,0,2,FIFA World Cup qualification,1476.8,1639.52,1464.48,1651.84
2008-06-15,Belize,Mexico,0,2,FIFA World Cup qualification,1407.73,1670.82,1399.29,1679.25
2008-06-15,Liberia,Senegal,2,2,FIFA World Cup qualification,1398.51,1675.56,1405.56,1668.51
2008-06-15,Burundi,Tunisia,0,1,FIFA World Cup qualification,1425.42,1623.44,1414.54,1634.32
2008-06-15,Lesotho,Libya,0,1,FIFA World Cup qualification,1350.63,1490.58,1337.35,1503.87
2008-06-15,Panama,El Salvador,1,0,FIFA World Cup qualification,1534.41,1429.64,1541.47,1422.58
2008-06-15,Madagascar,Mozambique,1,1,FIFA World Cup qualification,1454.23,1448.37,1449.8,1452.8
2008-06-15,Turkey,Czech Republic,3,2,UEFA Euro,1652.54,1731.18,1666.62,1717.1
2008-06-15,Eswatini,Zambia,0,0,FIFA World Cup qualification,1355.53,1603.49,1361.55,1597.47
2008-06-15,Saint Vincent and the Grenadines,Canada,0,3,FIFA World Cup qualification,1489.5,1554.53,1473.0,1571.03
2008-06-15,United States,Barbados,8,0,FIFA World Cup qualification,1692.35,1434.34,1695.74,1430.96
2008-06-15,Mauritius,Cape Verde,0,1,FIFA World Cup qualification,1351.66,1460.45,1337.04,1475.07
2008-06-15,Trinidad and Tobago,Bermuda,1,2,FIFA World Cup qualification,1532.06,1411.98,1508.66,1435.38
2008-06-15,Switzerland,Portugal,2,0,UEFA Euro,1579.85,1717.21,1596.45,1700.6
2008-06-15,Paraguay,Brazil,2,0,FIFA World Cup qualification,1648.02,1846.73,1667.17,1827.58
2008-06-16,Austria,Germany,0,1,UEFA Euro,1461.03,1767.36,1454.02,1774.37
2008-06-16,Poland,Croatia,0,1,UEFA Euro,1649.33,1744.92,1634.14,1760.11
2008-06-17,Antigua and Barbuda,Cuba,3,4,FIFA World Cup qualification,1439.12,1565.68,1425.27,1579.53
2008-06-17,France,Italy,0,2,UEFA Euro,1773.16,1759.38,1753.42,1779.12
2008-06-17,Netherlands,Romania,2,0,UEFA Euro,1797.78,1714.01,1805.52,1706.28
2008-06-17,Uruguay,Peru,6,0,FIFA World Cup qualification,1676.12,1513.58,1681.54,1508.16
2008-06-18,Jamaica,Bahamas,6,0,FIFA World Cup qualification,1555.25,1411.67,1561.18,1405.74
2008-06-18,Russia,Sweden,2,0,UEFA Euro,1660.01,1647.76,1670.33,1637.44
2008-06-18,Bolivia,Paraguay,4,2,FIFA World Cup qualification,1464.48,1667.17,1483.79,1647.86
2008-06-18,Ecuador,Colombia,0,0,FIFA World Cup qualification,1530.41,1679.0,1532.49,1676.92
2008-06-18,Greece,Spain,1,2,UEFA Euro,1634.0,1821.77,1622.71,1833.06
2008-06-18,Brazil,Argentina,0,0,FIFA World Cup qualification,1827.58,1813.41,1822.82,1818.16
2008-06-19,Portugal,Germany,2,3,UEFA Euro,1700.6,1774.37,1684.47,1790.5
2008-06-19,Venezuela,Chile,2,3,FIFA World Cup qualification,1578.18,1651.84,1562.05,1667.98
2008-06-20,Algeria,Gambia,1,0,FIFA World Cup qualification,1460.23,1463.19,1471.14,1452.27
2008-06-20,Canada,Saint Vincent and the Grenadines,4,1,FIFA World Cup qualification,1571.03,1473.0,1578.3,1465.73
2008-06-20,Croatia,Turkey,1,1,UEFA Euro,1760.11,1666.62,1752.52,1674.21
2008-06-20,Libya,Lesotho,4,0,FIFA World Cup qualification,1503.87,1337.35,1509.19,1332.03
2008-06-21,New Caledonia,Vanuatu,3,0,Oceania Nations Cup,1627.26,1540.1,1634.88,1532.48
2008-06-21,Burkina Faso,Seychelles,4,1,FIFA World Cup qualification,1487.97,1366.15,1494.51,1359.61
2008-06-21,Cameroon,Tanzania,2,1,FIFA World Cup qualification,1701.06,1473.75,1705.02,1469.79
2008-06-21,Costa Rica,Grenada,3,0,FIFA World Cup qualification,1553.29,1469.66,1561.02,1461.92
2008-06-21,Mexico,Belize,7,0,FIFA World Cup qualification,1679.25,1399.29,1682.28,1396.27
2008-06-21,Netherlands,Russia,1,3,UEFA Euro,1805.52,1670.33,1781.67,1694.17
2008-06-21,Senegal,Liberia,3,1,FIFA World Cup qualification,1668.51,1405.56,1671.82,1402.25
2008-06-21,Nigeria,Equatorial Guinea,2,0,FIFA World Cup qualification,1698.69,1448.43,1702.22,1444.91
2008-06-21,South Africa,Sierra Leone,0,0,FIFA World Cup qualification,1570.96,1408.81,1561.39,1418.38
2008-06-21,Saint Lucia,Guatemala,1,3,FIFA World Cup qualification,1412.67,1481.0,1396.31,1497.36
2008-06-21,Tunisia,Burundi,2,1,FIFA World Cup qualification,1634.32,1414.54,1638.43,1410.43
2008-06-21,Zambia,Eswatini,1,0,FIFA World Cup qualification,1597.47,1361.55,1601.26,1357.76
2008-06-21,Morocco,Rwanda,2,0,FIFA World Cup qualification,1672.72,1517.37,1678.33,1511.76
2008-06-22,DR Congo,Djibouti,5,1,FIFA World Cup qualification,1547.53,1252.92,1550.34,1250.12
2008-06-22,Barbados,United States,0,1,FIFA World Cup qualification,1430.96,1695.74,1422.58,1704.12
2008-06-22,Cape Verde,Mauritius,3,1,FIFA World Cup qualification,1475.07,1337.04,1481.15,1330.96
2008-06-22,Iran,Kuwait,2,0,FIFA World Cup qualification,1718.55,1474.44,1722.19,1470.81
2008-06-22,Congo,Chad,2,0,FIFA World Cup qualification,1477.93,1440.15,1487.28,1430.8
2008-06-22,Curaçao,Haiti,0,1,FIFA World Cup qualification,1469.03,1550.19,1453.22,1566.0
2008-06-22,Mali,Sudan,3,0,FIFA World Cup qualification,1642.57,1512.06,1648.86,1505.77
2008-06-22,El Salvador,Panama,3,1,FIFA World Cup qualification,1422.58,1541.47,1438.4,1525.66
2008-06-22,Cuba,Antigua and Barbuda,4,0,FIFA World Cup qualification,1579.53,1425.27,1585.17,1419.63
2008-06-22,Ghana,Gabon,2,0,FIFA World Cup qualification,1680.22,1536.74,1686.15,1530.81
2008-06-22,Guinea,Namibia,4,0,FIFA World Cup qualification,1630.83,1387.65,1634.48,1384.0
2008-06-22,Australia,China PR,0,1,FIFA World Cup qualification,1684.0,1529.89,1659.64,1554.25
2008-06-22,Egypt,Malawi,2,0,FIFA World Cup qualification,1707.69,1464.1,1711.34,1460.45
2008-06-22,Guyana,Suriname,1,2,FIFA World Cup qualification,1555.67,1508.99,1534.69,1529.97
2008-06-22,Jordan,Turkmenistan,2,0,FIFA World Cup qualification,1526.16,1454.36,1534.3,1446.23
2008-06-22,Iraq,Qatar,0,1,FIFA World Cup qualification,1606.23,1547.14,1584.81,1568.57
2008-06-22,Lebanon,Singapore,1,2,FIFA World Cup qualification,1438.58,1455.06,1420.05,1473.6
2008-06-22,Japan,Bahrain,1,0,FIFA World Cup qualification,1701.95,1603.69,1709.21,1596.42
2008-06-22,South Korea,North Korea,0,0,FIFA World Cup qualification,1664.63,1584.47,1657.49,1591.62
2008-06-22,Mozambique,Madagascar,3,0,FIFA World Cup qualification,1452.8,1449.8,1463.48,1439.12
2008-06-22,Bermuda,Trinidad and Tobago,0,2,FIFA World Cup qualification,1435.38,1508.66,1419.23,1524.81
2008-06-22,Benin,Niger,2,0,FIFA World Cup qualification,1462.69,1393.2,1470.9,1384.99
2008-06-22,Spain,Italy,0,0,UEFA Euro,1833.06,1779.12,1826.82,1785.36
2008-06-22,United Arab Emirates,Syria,1,3,FIFA World Cup qualification,1539.22,1588.34,1522.04,1605.53
2008-06-22,Zimbabwe,Kenya,0,0,FIFA World Cup qualification,1538.49,1482.0,1532.15,1488.33
2008-06-22,Saudi Arabia,Uzbekistan,4,0,FIFA World Cup qualification,1704.34,1637.63,1712.65,1629.32
2008-06-22,Ivory Coast,Botswana,4,0,FIFA World Cup qualification,1670.11,1497.92,1675.29,1492.74
2008-06-22,Oman,Thailand,2,1,FIFA World Cup qualification,1588.24,1523.05,1596.6,1514.69
2008-06-23,Angola,Uganda,0,0,FIFA World Cup qualification,1587.22,1519.57,1580.5,1526.3
2008-06-25,Germany,Turkey,3,2,UEFA Euro,1790.5,1674.21,1797.21,1667.5
2008-06-26,Russia,Spain,0,3,UEFA Euro,1694.17,1826.82,1680.58,1840.41
2008-06-28,Gabon,Lesotho,2,0,FIFA World Cup qualification,1530.81,1332.03,1535.37,1327.47
2008-06-29,Germany,Spain,0,1,UEFA Euro,1797.21,1840.41,1779.78,1857.84
2008-07-07,Solomon Islands,Vanuatu,1,2,Friendly,1575.21,1532.48,1554.38,1553.31
2008-07-07,Sápmi,Iraqi Kurdistan,2,2,Viva World Cup,1550.07,1500.0,1543.97,1506.1
2008-07-08,Trinidad and Tobago,Guyana,2,0,Friendly,1524.81,1534.69,1536.0,1523.5
2008-07-08,Provence,Padania,1,6,Viva World Cup,1500.0,1500.0,1480.8,1519.2
2008-07-09,Provence,Iraqi Kurdistan,0,3,Viva World Cup,1480.8,1506.1,1462.62,1524.28
2008-07-09,Sápmi,Arameans Suryoye,0,1,Viva World Cup,1543.97,1500.0,1523.09,1520.88
2008-07-10,Arameans Suryoye,Provence,5,0,Viva World Cup,1520.88,1462.62,1529.49,1454.02
2008-07-10,Padania,Iraqi Kurdistan,2,1,Viva World Cup,1519.2,1524.28,1530.2,1513.28
2008-07-11,Sápmi,Padania,0,2,Viva World Cup,1523.09,1530.2,1504.17,1549.12
2008-07-11,Iraqi Kurdistan,Arameans Suryoye,0,0,Viva World Cup,1513.28,1529.49,1509.73,1533.04
2008-07-12,Padania,Arameans Suryoye,4,1,Viva World Cup,1549.12,1533.04,1559.29,1522.87
2008-07-12,Sápmi,Provence,4,2,Viva World Cup,1504.17,1454.02,1513.06,1445.13
2008-07-13,Sápmi,Iraqi Kurdistan,3,1,Viva World Cup,1513.06,1509.73,1523.73,1499.06
2008-07-13,Padania,Arameans Suryoye,2,0,Viva World Cup,1559.29,1522.87,1568.68,1513.47
2008-07-17,Trinidad and Tobago,Curaçao,2,0,Friendly,1536.0,1453.22,1543.77,1445.45
2008-07-19,Madagascar,Eswatini,1,1,COSAFA Cup qualification,1439.12,1357.76,1431.93,1364.95
2008-07-19,Mauritius,Seychelles,0,7,COSAFA Cup qualification,1330.96,1359.61,1312.92,1377.65
2008-07-20,Comoros,Namibia,0,3,COSAFA Cup qualification,1399.03,1384.0,1379.23,1403.79
2008-07-20,El Salvador,Guatemala,0,0,Friendly,1438.4,1497.36,1436.64,1499.12
2008-07-20,Lesotho,Malawi,0,1,COSAFA Cup qualification,1327.47,1460.45,1313.89,1474.03
2008-07-21,Madagascar,Seychelles,1,1,COSAFA Cup qualification,1431.93,1377.65,1425.67,1383.9
2008-07-21,Mauritius,Eswatini,1,1,COSAFA Cup qualification,1312.92,1364.95,1310.86,1367.01
2008-07-22,Comoros,Malawi,0,1,COSAFA Cup qualification,1379.23,1474.03,1364.01,1489.26
2008-07-22,India,Malaysia,1,1,Friendly,1460.07,1355.36,1452.13,1363.3
2008-07-22,Lesotho,Namibia,1,1,COSAFA Cup qualification,1313.89,1403.79,1313.46,1404.23
2008-07-23,Madagascar,Mauritius,2,1,COSAFA Cup qualification,1425.67,1310.86,1432.42,1304.11
2008-07-23,Seychelles,Eswatini,0,1,COSAFA Cup qualification,1383.9,1367.01,1364.04,1386.87
2008-07-24,Comoros,Lesotho,0,1,COSAFA Cup qualification,1364.01,1313.46,1342.89,1334.58
2008-07-24,Malawi,Namibia,0,1,COSAFA Cup qualification,1489.26,1404.23,1466.95,1426.54
2008-07-26,El Salvador,Jamaica,0,0,Friendly,1436.64,1561.18,1437.69,1560.12
2008-07-26,South Africa,Namibia,1,0,COSAFA Cup,1561.39,1426.54,1567.56,1420.37
2008-07-27,Zambia,Zimbabwe,0,0,COSAFA Cup,1601.26,1532.15,1594.48,1538.93
2008-07-27,Botswana,Mozambique,0,2,COSAFA Cup,1492.74,1463.48,1472.4,1483.82
2008-07-27,Curaçao,Aruba,0,0,CFU Caribbean Cup qualification,1445.45,1368.63,1438.42,1375.66
2008-07-29,Grenada,Aruba,3,1,CFU Caribbean Cup qualification,1461.92,1375.66,1469.57,1368.01
2008-07-30,India,Afghanistan,1,0,AFC Challenge Cup,1452.13,1396.03,1460.81,1387.35
2008-07-30,Madagascar,Mozambique,1,2,COSAFA Cup,1432.42,1483.82,1415.34,1500.9
2008-07-30,South Africa,Zambia,1,0,COSAFA Cup,1567.56,1594.48,1579.45,1582.59
2008-07-30,Trinidad and Tobago,Haiti,2,0,Friendly,1543.77,1566.0,1555.47,1554.3
2008-07-30,Turkmenistan,Tajikistan,0,0,AFC Challenge Cup,1446.23,1474.52,1443.17,1477.57
2008-07-31,Myanmar,Nepal,3,0,AFC Challenge Cup,1469.7,1370.04,1476.91,1362.82
2008-07-31,Curaçao,Grenada,2,0,CFU Caribbean Cup qualification,1438.42,1469.57,1450.48,1457.5
2008-07-31,North Korea,Sri Lanka,3,0,AFC Challenge Cup,1591.62,1391.39,1596.14,1386.87
2008-08-01,Afghanistan,Turkmenistan,0,5,AFC Challenge Cup,1387.35,1443.17,1370.45,1460.07
2008-08-01,India,Tajikistan,1,1,AFC Challenge Cup,1460.81,1477.57,1457.28,1481.09
2008-08-02,Nepal,North Korea,0,1,AFC Challenge Cup,1362.82,1596.14,1353.31,1605.65
2008-08-02,Sri Lanka,Myanmar,1,3,AFC Challenge Cup,1386.87,1476.91,1371.44,1492.34
2008-08-03,Afghanistan,Tajikistan,0,4,AFC Challenge Cup,1370.45,1481.09,1355.91,1495.64
2008-08-03,India,Turkmenistan,2,1,AFC Challenge Cup,1457.28,1460.07,1468.19,1449.16
2008-08-03,Madagascar,Zambia,0,2,COSAFA Cup,1415.34,1582.59,1403.21,1594.72
2008-08-03,South Africa,Mozambique,2,1,COSAFA Cup,1579.45,1500.9,1587.35,1493.0
2008-08-04,North Korea,Myanmar,1,0,AFC Challenge Cup,1605.65,1492.34,1612.45,1485.55
2008-08-04,Nepal,Sri Lanka,3,0,AFC Challenge Cup,1353.31,1371.44,1364.84,1359.91
2008-08-06,Guatemala,Bolivia,3,0,Friendly,1499.12,1483.79,1509.32,1473.59
2008-08-07,India,Myanmar,1,0,AFC Challenge Cup,1468.19,1485.55,1479.69,1474.05
2008-08-07,Iran,Palestine,3,0,WAFF Championship,1722.19,1405.67,1724.69,1403.17
2008-08-07,North Korea,Tajikistan,0,1,AFC Challenge Cup,1612.45,1495.64,1589.14,1518.94
2008-08-07,Syria,Jordan,0,0,WAFF Championship,1605.53,1534.3,1598.68,1541.14
2008-08-08,Guyana,Dominica,3,0,CFU Caribbean Cup qualification,1523.5,1338.2,1528.36,1333.34
2008-08-09,Dominica,Suriname,1,3,CFU Caribbean Cup qualification,1333.34,1529.97,1322.4,1540.9
2008-08-09,Oman,Syria,1,2,WAFF Championship,1596.6,1598.68,1577.48,1617.8
2008-08-09,Palestine,Qatar,0,1,WAFF Championship,1403.17,1568.57,1390.96,1580.77
2008-08-10,Guyana,Suriname,1,1,CFU Caribbean Cup qualification,1528.36,1540.9,1524.67,1544.6
2008-08-10,Haiti,Trinidad and Tobago,1,0,Friendly,1554.3,1555.47,1565.15,1544.62
2008-08-11,Iran,Qatar,6,1,WAFF Championship,1724.69,1580.77,1730.61,1574.86
2008-08-13,Myanmar,North Korea,0,4,AFC Challenge Cup,1474.05,1589.14,1459.7,1603.49
2008-08-13,India,Tajikistan,4,1,AFC Challenge Cup,1479.69,1518.94,1492.09,1506.54
2008-08-13,Iran,Syria,2,0,WAFF Championship,1730.61,1617.8,1737.42,1610.99
2008-08-13,Jordan,Qatar,3,0,WAFF Championship,1541.14,1574.86,1553.32,1562.69
2008-08-14,El Salvador,Trinidad and Tobago,1,3,Friendly,1437.69,1544.62,1422.99,1559.32
2008-08-15,Iran,Jordan,2,1,WAFF Championship,1737.42,1553.32,1742.31,1548.42
2008-08-19,Australia,South Africa,2,2,Friendly,1659.64,1587.35,1652.76,1594.24
2008-08-19,Gabon,Mali,1,0,Friendly,1535.37,1648.86,1550.95,1633.27
2008-08-20,Algeria,United Arab Emirates,1,0,Friendly,1471.14,1522.04,1484.04,1509.14
2008-08-20,Bahrain,Burkina Faso,3,1,Friendly,1596.42,1494.51,1603.57,1487.36
2008-08-20,Belarus,Argentina,0,0,Friendly,1520.28,1818.16,1528.01,1810.44
2008-08-20,Bolivia,Panama,1,0,Friendly,1473.59,1525.66,1486.54,1512.71
2008-08-20,Libya,Senegal,0,0,Friendly,1509.19,1671.82,1511.86,1669.14
2008-08-20,Canada,Jamaica,1,1,FIFA World Cup qualification,1578.3,1560.12,1573.39,1565.03
2008-08-20,Colombia,Ecuador,0,1,Friendly,1676.92,1532.49,1652.82,1556.59
2008-08-20,DR Congo,Togo,2,1,Friendly,1550.34,1531.44,1560.4,1521.38
2008-08-20,Costa Rica,El Salvador,1,0,FIFA World Cup qualification,1561.02,1422.99,1567.1,1416.91
2008-08-20,Cuba,Trinidad and Tobago,1,3,FIFA World Cup qualification,1585.17,1559.32,1564.96,1579.53
2008-08-20,Bosnia and Herzegovina,Bulgaria,1,2,Friendly,1468.08,1666.52,1457.22,1677.38
2008-08-20,Estonia,Malta,2,1,Friendly,1381.44,1250.37,1387.72,1244.1
2008-08-20,Albania,Liechtenstein,2,0,Friendly,1421.79,1235.05,1426.62,1230.22
2008-08-20,Finland,Israel,2,0,Friendly,1533.15,1632.16,1548.11,1617.21
2008-08-20,Germany,Belgium,2,0,Friendly,1779.78,1533.1,1783.37,1529.51
2008-08-20,Guatemala,United States,0,1,FIFA World Cup qualification,1509.32,1704.12,1498.31,1715.12
2008-08-20,Guinea,Ivory Coast,1,2,Friendly,1634.48,1675.29,1616.95,1692.82
2008-08-20,Haiti,Suriname,2,2,FIFA World Cup qualification,1565.15,1544.6,1560.14,1549.61
2008-08-20,Hungary,Montenegro,3,3,Friendly,1514.89,1512.97,1510.61,1517.25
2008-08-20,Iceland,Azerbaijan,1,1,Friendly,1404.39,1377.01,1399.13,1382.28
2008-08-20,Italy,Austria,2,2,Friendly,1785.36,1454.02,1772.68,1466.71
2008-08-20,Japan,Uruguay,1,3,Friendly,1709.21,1681.54,1688.94,1701.82
2008-08-20,England,Czech Republic,2,2,Friendly,1728.42,1717.1,1723.77,1721.75
2008-08-20,Kazakhstan,Andorra,3,0,FIFA World Cup qualification,1363.18,1207.68,1368.79,1202.08
2008-08-20,Denmark,Spain,0,3,Friendly,1690.2,1857.84,1678.09,1869.96
2008-08-20,Lithuania,Moldova,3,0,Friendly,1477.93,1449.55,1487.63,1439.86
2008-08-20,Mexico,Honduras,2,1,FIFA World Cup qualification,1682.28,1654.71,1692.01,1644.98
2008-08-20,Morocco,Benin,3,1,Friendly,1678.33,1470.9,1682.7,1466.53
2008-08-20,Mozambique,Eswatini,3,0,Friendly,1493.0,1386.87,1500.02,1379.86
2008-08-20,Norway,Republic of Ireland,1,1,Friendly,1595.46,1638.23,1593.01,1640.68
2008-08-20,Oman,Uzbekistan,2,0,Friendly,1577.48,1629.32,1590.42,1616.39
2008-08-20,Ukraine,Poland,1,0,Friendly,1636.28,1634.14,1646.99,1623.43
2008-08-20,Qatar,Tajikistan,5,0,Friendly,1562.69,1506.54,1571.37,1497.86
2008-08-20,Romania,Latvia,1,0,Friendly,1706.28,1438.98,1709.51,1435.75
2008-08-20,Russia,Netherlands,1,1,Friendly,1680.58,1781.67,1680.62,1781.63
2008-08-20,Saudi Arabia,Paraguay,1,1,Friendly,1712.65,1647.86,1706.03,1654.49
2008-08-20,Scotland,Northern Ireland,0,0,Friendly,1603.38,1488.52,1595.13,1496.77
2008-08-20,Portugal,Faroe Islands,5,0,Friendly,1684.47,1242.83,1685.74,1241.56
2008-08-20,Luxembourg,North Macedonia,1,4,Friendly,1174.07,1501.35,1167.68,1507.73
2008-08-20,Sudan,Egypt,4,0,Friendly,1505.77,1711.34,1525.19,1691.92
2008-08-20,Sweden,France,2,3,Friendly,1637.44,1753.42,1623.13,1767.73
2008-08-20,Switzerland,Cyprus,4,1,Friendly,1596.45,1457.53,1602.51,1451.48
2008-08-20,Tanzania,Ghana,1,1,Friendly,1469.79,1686.15,1474.64,1681.31
2008-08-20,Tunisia,Angola,1,1,Friendly,1638.43,1580.5,1632.04,1586.88
2008-08-20,Turkey,Chile,1,0,Friendly,1667.5,1667.98,1678.32,1657.16
2008-08-20,Venezuela,Syria,4,1,Friendly,1562.05,1610.99,1574.86,1598.17
2008-08-20,Slovenia,Croatia,2,3,Friendly,1476.41,1752.52,1468.42,1760.51
2008-08-20,Wales,Georgia,1,2,Friendly,1567.59,1431.19,1543.71,1455.07
2008-08-20,Zimbabwe,Botswana,1,0,Friendly,1538.93,1472.4,1547.24,1464.09
2008-08-20,Slovakia,Greece,0,2,Friendly,1529.47,1622.71,1514.18,1638.0
2008-08-21,Indonesia,Cambodia,7,0,Friendly,1482.35,1278.73,1486.8,1274.28
2008-08-22,Cambodia,Myanmar,1,7,Friendly,1274.28,1459.7,1262.89,1471.08
2008-08-24,Libya,Chad,3,0,Friendly,1511.86,1430.8,1519.68,1422.98
2008-08-24,Qatar,North Korea,2,1,Friendly,1571.37,1603.49,1583.47,1591.38
2008-08-25,Indonesia,Myanmar,4,0,Friendly,1486.8,1471.08,1496.98,1460.9
2008-08-27,Bermuda,Antigua and Barbuda,0,4,CFU Caribbean Cup qualification,1419.23,1419.63,1400.05,1438.82
2008-08-27,Cayman Islands,Saint Martin,3,0,CFU Caribbean Cup qualification,1352.24,1421.14,1365.9,1407.48
2008-08-27,Iran,Azerbaijan,1,0,Friendly,1742.31,1382.28,1744.29,1380.29
2008-08-28,Libya,Niger,6,2,Friendly,1519.68,1384.99,1525.86,1378.82
2008-08-29,United Arab Emirates,Bahrain,2,3,Friendly,1509.14,1603.57,1493.9,1618.81
2008-08-29,Uzbekistan,North Korea,0,0,Friendly,1616.39,1591.38,1611.21,1596.56
2008-08-30,Saudi Arabia,Qatar,2,1,Friendly,1706.03,1583.47,1712.55,1576.95
2008-08-30,Cayman Islands,Antigua and Barbuda,1,1,CFU Caribbean Cup qualification,1365.9,1438.82,1364.73,1439.98
2008-08-30,Suriname,French Guiana,2,1,Friendly,1549.61,1504.44,1558.68,1495.36
2008-08-30,Saint Martin,Bermuda,0,7,CFU Caribbean Cup qualification,1407.48,1400.05,1387.98,1419.54
2008-08-31,Antigua and Barbuda,Saint Martin,3,2,CFU Caribbean Cup qualification,1439.98,1387.98,1448.81,1379.15
2008-08-31,Cayman Islands,Bermuda,0,0,CFU Caribbean Cup qualification,1364.73,1419.54,1362.79,1421.48
2008-09-03,Trinidad and Tobago,Guyana,3,0,Friendly,1579.53,1524.67,1588.25,1515.94
2008-09-05,Algeria,Senegal,3,2,FIFA World Cup qualification,1484.04,1669.14,1502.64,1650.54
2008-09-05,Djibouti,Malawi,0,3,FIFA World Cup qualification,1250.12,1466.95,1239.98,1477.09
2008-09-05,South Korea,Jordan,1,0,Friendly,1657.49,1548.42,1664.41,1541.5
2008-09-05,Libya,Ghana,1,0,FIFA World Cup qualification,1525.86,1681.31,1543.23,1663.93
2008-09-06,Albania,Sweden,0,0,FIFA World Cup qualification,1426.62,1623.13,1430.68,1619.07
2008-09-06,Colombia,Uruguay,0,1,FIFA World Cup qualification,1652.82,1701.82,1635.63,1719.01
2008-09-06,Cape Verde,Cameroon,1,2,FIFA World Cup qualification,1481.15,1705.02,1471.28,1714.89
2008-09-06,Burkina Faso,Tunisia,0,0,FIFA World Cup qualification,1487.36,1632.04,1489.28,1630.12
2008-09-06,Belgium,Estonia,3,2,FIFA World Cup qualification,1529.51,1387.72,1535.49,1381.74
2008-09-06,Argentina,Paraguay,1,1,FIFA World Cup qualification,1810.44,1654.49,1801.03,1663.89
2008-09-06,Austria,France,3,1,FIFA World Cup qualification,1466.71,1767.73,1489.53,1744.91
2008-09-06,Armenia,Turkey,0,2,FIFA World Cup qualification,1436.34,1678.32,1427.15,1687.51
2008-09-06,Croatia,Kazakhstan,3,0,FIFA World Cup qualification,1760.51,1368.79,1762.18,1367.12
2008-09-06,Andorra,England,0,2,FIFA World Cup qualification,1202.08,1723.77,1199.65,1726.2
2008-09-06,Bahrain,Japan,2,3,FIFA World Cup qualification,1618.81,1688.94,1602.53,1705.22
2008-09-06,Cyprus,Italy,1,2,FIFA World Cup qualification,1451.48,1772.68,1444.92,1779.24
2008-09-06,Hungary,Denmark,0,0,FIFA World Cup qualification,1510.61,1678.09,1513.49,1675.21
2008-09-06,Fiji,Vanuatu,2,0,Oceania Nations Cup,1561.99,1553.31,1572.45,1542.86
2008-09-06,Gambia,Liberia,3,0,FIFA World Cup qualification,1452.27,1402.25,1461.17,1393.36
2008-09-06,Georgia,Republic of Ireland,1,2,FIFA World Cup qualification,1455.07,1640.68,1443.69,1652.05
2008-09-06,Mauritius,Tanzania,1,4,FIFA World Cup qualification,1304.11,1474.64,1292.12,1486.63
2008-09-06,Kenya,Namibia,1,0,FIFA World Cup qualification,1488.33,1420.37,1496.59,1412.1
2008-09-06,Liechtenstein,Germany,0,6,FIFA World Cup qualification,1230.22,1783.37,1228.16,1785.43
2008-09-06,Luxembourg,Greece,0,3,FIFA World Cup qualification,1167.68,1638.0,1164.5,1641.18
2008-09-06,North Macedonia,Scotland,1,0,FIFA World Cup qualification,1507.73,1595.13,1522.19,1580.67
2008-09-06,Malta,Portugal,0,4,FIFA World Cup qualification,1244.1,1685.74,1240.42,1689.43
2008-09-06,Martinique,French Guiana,2,1,Friendly,1524.69,1495.36,1534.35,1485.7
2008-09-06,Ecuador,Bolivia,3,1,FIFA World Cup qualification,1556.59,1486.54,1564.79,1478.34
2008-09-06,Cuba,United States,0,1,FIFA World Cup qualification,1564.96,1715.12,1552.11,1727.97
2008-09-06,Mauritania,Rwanda,0,1,FIFA World Cup qualification,1402.83,1511.76,1388.22,1526.37
2008-09-06,United Arab Emirates,North Korea,1,2,FIFA World Cup qualification,1493.9,1596.56,1479.02,1611.44
2008-09-06,Moldova,Latvia,1,2,FIFA World Cup qualification,1439.86,1435.75,1420.49,1455.12
2008-09-06,Montenegro,Bulgaria,2,2,FIFA World Cup qualification,1517.25,1677.38,1519.82,1674.81
2008-09-06,Saudi Arabia,Iran,1,1,FIFA World Cup qualification,1712.55,1744.29,1709.64,1747.2
2008-09-06,Romania,Lithuania,0,3,FIFA World Cup qualification,1709.51,1487.63,1683.58,1513.56
